nbex; TestEnergySum; LearningEnergySum;
;;;
0;-28454.960869072216;-16.960954217800435
1;-2.893155904658303E8;-1.4453084371764135E8
2;-5.794651504658419E8;-4.3497041566150075E8
3;-8.696147104658856E8;-7.254104156615363E8
4;-1.1597642704658766E9;-1.0158504156615494E9
5;-1.449913830465812E9;-1.3062904156614933E9
6;-1.740063390465715E9;-1.596730415661432E9
7;-2.0302129504658358E9;-1.8871704156614146E9
8;-2.3203625104659276E9;-2.177610415661546E9
9;-2.6105120704660764E9;-2.468050415661698E9
10;-2.9006616304663157E9;-2.7584904156618466E9
11;-3.190811190466362E9;-3.048930415661995E9
12;-3.4809607504664974E9;-3.3393704156621404E9
13;-3.7711103104667006E9;-3.6298104156622863E9
14;-4.061259870466359E9;-3.920250415662154E9
15;-4.351409430466001E9;-4.2106904156618876E9
16;-4.641558990465882E9;-4.501130415661627E9
17;-4.931708550465566E9;-4.791570415661362E9
18;-5.221858110465316E9;-5.0820104156610985E9
19;-5.512007670465001E9;-5.37245041566083E9
20;-5.802157230464864E9;-5.66289041566056E9
21;-6.092306790464615E9;-5.953330415660293E9
22;-6.382456350464234E9;-6.243770415660027E9
23;-6.672605910463982E9;-6.534210415659773E9
24;-6.962755470463904E9;-6.824650415659515E9
25;-7.252905030463306E9;-7.115090415659247E9
26;-7.543054590463092E9;-7.405530415658989E9
27;-7.833204150463021E9;-7.695970415658725E9
28;-8.123353710462824E9;-7.986410415658456E9
29;-8.413503270462303E9;-8.276850415658187E9
30;-8.703652830462118E9;-8.567290415657924E9
31;-8.993802390462029E9;-8.85773041565764E9
32;-9.283951950461863E9;-9.148170415657402E9
33;-9.574101510461378E9;-9.438610415657112E9
34;-9.864251070461245E9;-9.729050415656872E9
35;-1.0154400630460821E10;-1.0019490415656591E10
36;-1.044455019046036E10;-1.030993041565636E10
37;-1.0734699750460213E10;-1.0600370415656067E10
38;-1.1024849310460163E10;-1.0890810415655823E10
39;-1.131499887046002E10;-1.118125041565554E10
40;-1.1605148430459597E10;-1.1471690415655294E10
41;-1.1895297990459482E10;-1.1762130415655005E10
42;-1.2185447550458807E10;-1.2052570415654757E10
43;-1.2475597110458426E10;-1.234301041565448E10
44;-1.2765746670458302E10;-1.2633450415654211E10
45;-1.3055896230458252E10;-1.2923890415653973E10
46;-1.3346045790458117E10;-1.3214330415653683E10
47;-1.3636195350457783E10;-1.3504770415653471E10
48;-1.3926344910457682E10;-1.3795210415653147E10
49;-1.4216494470456898E10;-1.408565041565295E10
50;-1.450664403045678E10;-1.437609041565261E10
51;-1.479679359045646E10;-1.4666530415652395E10
52;-1.5086943150456354E10;-1.495697041565209E10
53;-1.5377092710456255E10;-1.5247410415651844E10
54;-1.5667242270455957E10;-1.5537850415651592E10
55;-1.595739183045587E10;-1.582829041565131E10
56;-1.6247541390454947E10;-1.6118730415651075E10
57;-1.6537690950454845E10;-1.6409170415650778E10
58;-1.6827840510454544E10;-1.6699610415650585E10
59;-1.7117990070454458E10;-1.6990050415650232E10
60;-1.7408139630454395E10;-1.7280490415650032E10
61;-1.769828919045428E10;-1.7570930415649704E10
62;-1.7988438750453995E10;-1.7861370415649445E10
63;-1.8278588310453888E10;-1.815181041564922E10
64;-1.8568737870452904E10;-1.844225041564892E10
65;-1.8858887430452652E10;-1.8732690415648705E10
66;-1.914903699045257E10;-1.9023130415648403E10
67;-1.9439186550452538E10;-1.9313570415648205E10
68;-1.972933611045246E10;-1.960401041564783E10
69;-2.0019485670452213E10;-1.989445041564763E10
70;-2.030963523045214E10;-2.018489041564734E10
71;-2.059978479045133E10;-2.0475330415647118E10
72;-2.088993435045127E10;-2.0765770415646828E10
73;-2.1180083910451073E10;-2.1056210415646526E10
74;-2.1470233470451023E10;-2.134665041564635E10
75;-2.1760383030450165E10;-2.1637090415646065E10
76;-2.2050532590450127E10;-2.192753041564574E10
77;-2.2340682150449905E10;-2.221797041564551E10
78;-2.263083171044982E10;-2.2508410415645332E10
79;-2.292098127044902E10;-2.279885041564495E10
80;-2.321113083044882E10;-2.3089290415644703E10
81;-2.3501280390448742E10;-2.3379730415644455E10
82;-2.379142995044871E10;-2.367017041564424E10
83;-2.408157951044848E10;-2.396061041564389E10
84;-2.4371729070448402E10;-2.425105041564363E10
85;-2.4661878630447723E10;-2.4541490415643394E10
86;-2.4952028190447674E10;-2.4831930415643185E10
87;-2.5242177750447506E10;-2.5122370415642826E10
88;-2.5532327310447456E10;-2.54128104156426E10
89;-2.5822476870446175E10;-2.570325041564239E10
90;-2.6112626430446102E10;-2.599369041564199E10
91;-2.6402775990445915E10;-2.628413041564179E10
92;-2.6692925550445843E10;-2.6574570415641567E10
93;-2.6983075110445168E10;-2.6865010415641315E10
94;-2.7273224670444996E10;-2.7155450415640972E10
95;-2.756337423044494E10;-2.7445890415640816E10
96;-2.785352379044491E10;-2.7736330415640537E10
97;-2.8143673350444855E10;-2.8026770415640144E10
98;-2.843382291044469E10;-2.8317210415639973E10
99;-2.872397247044407E10;-2.860765041563971E10
100;-2.9014122030444023E10;-2.8898090415639503E10
101;-2.9304271590443874E10;-2.9188530415639103E10
102;-2.9594421150443832E10;-2.9478970415638912E10
103;-2.9884570710442196E10;-2.9769410415638645E10
104;-3.017472027044213E10;-3.005985041563841E10
105;-3.046486983044197E10;-3.035029041563809E10
106;-3.0755019390441914E10;-3.064073041563789E10
107;-3.104516895044136E10;-3.093117041563764E10
108;-3.1335318510441177E10;-3.1221610415637268E10
109;-3.162546807044113E10;-3.1512050415637066E10
