nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.41;
2;0.0;0.438;
3;0.0;0.411;
4;0.0;0.407;
5;0.0;0.405;
6;0.0;0.464;
7;0.0;0.446;
8;0.0;0.427;
9;0.0;0.453;
10;0.0;0.418;
11;0.0;0.414;
12;0.0;0.442;
13;0.0;0.479;
14;0.0;0.444;
15;0.0;0.418;
16;0.0;0.434;
17;0.0;0.455;
18;0.0;0.462;
19;0.0;0.43;
20;0.0;0.426;
21;0.0;0.443;
22;0.0;0.447;
23;0.0;0.449;
24;0.0;0.472;
25;0.0;0.434;
26;0.0;0.408;
27;0.0;0.436;
28;0.0;0.402;
29;0.0;0.41;
30;0.0;0.427;
31;0.0;0.454;
32;0.0;0.437;
33;0.0;0.441;
34;0.0;0.407;
35;0.0;0.394;
36;0.0;0.391;
37;0.0;0.438;
38;0.0;0.424;
39;0.0;0.383;
40;0.0;0.391;
41;0.0;0.408;
42;0.0;0.41;
43;0.0;0.388;
44;0.0;0.391;
45;0.0;0.386;
46;0.0;0.379;
47;0.0;0.391;
48;0.0;0.398;
49;0.0;0.412;
50;0.0;0.405;
51;0.0;0.329;
52;0.0;0.367;
53;0.0;0.347;
54;0.0;0.363;
55;0.0;0.374;
56;0.0;0.403;
57;0.0;0.361;
58;0.0;0.334;
59;0.0;0.334;
60;0.0;0.396;
61;0.0;0.392;
62;0.0;0.379;
63;0.0;0.36;
64;0.0;0.384;
65;0.0;0.375;
66;0.0;0.359;
67;0.0;0.4;
68;0.0;0.371;
69;0.0;0.385;
70;0.0;0.371;
71;0.0;0.378;
72;0.0;0.363;
73;0.0;0.345;
74;0.0;0.322;
75;0.0;0.353;
76;0.0;0.374;
77;0.0;0.375;
78;0.0;0.378;
79;0.0;0.364;
80;0.0;0.341;
81;0.0;0.364;
82;0.0;0.327;
83;0.0;0.36;
84;0.0;0.367;
85;0.0;0.37;
86;0.0;0.362;
87;0.0;0.373;
88;0.0;0.327;
89;0.0;0.342;
90;0.0;0.345;
91;0.0;0.362;
92;0.0;0.375;
93;0.0;0.339;
94;0.0;0.348;
95;0.0;0.342;
96;0.0;0.357;
97;0.0;0.343;
98;0.0;0.344;
99;0.0;0.303;
100;0.0;0.36;
101;0.0;0.312;
102;0.0;0.322;
103;0.0;0.364;
104;0.0;0.326;
105;0.0;0.292;
106;0.0;0.302;
107;0.0;0.301;
108;0.0;0.299;
109;0.0;0.301;
110;0.0;0.346;
111;0.0;0.273;
112;0.0;0.285;
113;0.0;0.26;
114;0.0;0.305;
115;0.0;0.325;
116;0.0;0.32;
117;0.0;0.284;
118;0.0;0.341;
119;0.0;0.293;
120;0.0;0.285;
121;0.0;0.344;
122;0.0;0.342;
123;0.0;0.311;
124;0.0;0.302;
125;0.0;0.34;
126;0.0;0.315;
127;0.0;0.3;
128;0.0;0.263;
129;0.0;0.31;
130;0.0;0.304;
131;0.0;0.334;
132;0.0;0.314;
133;0.0;0.323;
134;0.0;0.291;
135;0.0;0.311;
136;0.0;0.284;
137;0.0;0.307;
138;0.0;0.29;
139;0.0;0.337;
140;0.0;0.273;
141;0.0;0.336;
142;0.0;0.323;
143;0.0;0.291;
144;0.0;0.299;
145;0.0;0.29;
146;0.0;0.335;
147;0.0;0.304;
148;0.0;0.301;
149;0.0;0.308;
150;0.0;0.335;
151;0.0;0.307;
152;0.0;0.301;
153;0.0;0.27;
154;0.0;0.311;
155;0.0;0.283;
156;0.0;0.305;
157;0.0;0.321;
158;0.0;0.327;
159;0.0;0.283;
160;0.0;0.28;
161;0.0;0.275;
162;0.0;0.282;
163;0.0;0.29;
164;0.0;0.334;
165;0.0;0.264;
166;0.0;0.287;
167;0.0;0.236;
168;0.0;0.273;
169;0.0;0.341;
170;0.0;0.336;
171;0.0;0.275;
172;0.0;0.328;
173;0.0;0.278;
174;0.0;0.291;
175;0.0;0.328;
176;0.0;0.339;
177;0.0;0.305;
178;0.0;0.298;
179;0.0;0.322;
180;0.0;0.318;
181;0.0;0.309;
182;0.0;0.257;
183;0.0;0.293;
184;0.0;0.285;
185;0.0;0.327;
186;0.0;0.317;
187;0.0;0.306;
188;0.0;0.294;
189;0.0;0.304;
190;0.0;0.28;
191;0.0;0.319;
