nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.411;
2;0.0;0.438;
3;0.0;0.413;
4;0.0;0.398;
5;0.0;0.394;
6;0.0;0.44;
7;0.0;0.428;
8;0.0;0.395;
9;0.0;0.412;
10;0.0;0.382;
11;0.0;0.381;
12;0.0;0.394;
13;0.0;0.415;
14;0.0;0.389;
15;0.0;0.366;
16;0.0;0.363;
17;0.0;0.371;
18;0.0;0.374;
19;0.0;0.324;
20;0.0;0.319;
21;0.0;0.351;
22;0.0;0.34;
23;0.0;0.361;
24;0.0;0.359;
25;0.0;0.32;
26;0.0;0.298;
27;0.0;0.317;
28;0.0;0.319;
29;0.0;0.301;
30;0.0;0.308;
31;0.0;0.314;
32;0.0;0.333;
33;0.0;0.319;
34;0.0;0.31;
35;0.0;0.302;
36;0.0;0.281;
37;0.0;0.303;
38;0.0;0.296;
39;0.0;0.277;
40;0.0;0.283;
41;0.0;0.286;
42;0.0;0.322;
43;0.0;0.294;
44;0.0;0.279;
45;0.0;0.265;
46;0.0;0.267;
47;0.0;0.27;
48;0.0;0.291;
49;0.0;0.318;
50;0.0;0.276;
51;0.0;0.26;
52;0.0;0.266;
53;0.0;0.236;
54;0.0;0.289;
55;0.0;0.274;
56;0.0;0.3;
57;0.0;0.249;
58;0.0;0.233;
59;0.0;0.247;
60;0.0;0.285;
61;0.0;0.302;
62;0.0;0.296;
63;0.0;0.274;
64;0.0;0.31;
65;0.0;0.306;
66;0.0;0.313;
67;0.0;0.356;
68;0.0;0.328;
69;0.0;0.325;
70;0.0;0.289;
71;0.0;0.325;
72;0.0;0.323;
73;0.0;0.31;
74;0.0;0.275;
75;0.0;0.277;
76;0.0;0.301;
77;0.0;0.332;
78;0.0;0.333;
79;0.0;0.307;
80;0.0;0.295;
81;0.0;0.3;
82;0.0;0.307;
83;0.0;0.333;
84;0.0;0.303;
85;0.0;0.329;
86;0.0;0.319;
87;0.0;0.327;
88;0.0;0.322;
89;0.0;0.318;
90;0.0;0.312;
91;0.0;0.332;
92;0.0;0.322;
93;0.0;0.307;
94;0.0;0.308;
95;0.0;0.331;
96;0.0;0.352;
97;0.0;0.359;
98;0.0;0.328;
99;0.0;0.289;
100;0.0;0.302;
101;0.0;0.332;
102;0.0;0.348;
103;0.0;0.371;
104;0.0;0.318;
105;0.0;0.302;
106;0.0;0.312;
107;0.0;0.306;
108;0.0;0.313;
109;0.0;0.306;
110;0.0;0.366;
111;0.0;0.296;
112;0.0;0.283;
113;0.0;0.283;
114;0.0;0.322;
115;0.0;0.337;
116;0.0;0.34;
117;0.0;0.303;
118;0.0;0.352;
119;0.0;0.314;
120;0.0;0.316;
121;0.0;0.347;
122;0.0;0.346;
123;0.0;0.321;
124;0.0;0.31;
125;0.0;0.338;
126;0.0;0.342;
127;0.0;0.301;
128;0.0;0.28;
129;0.0;0.297;
130;0.0;0.308;
131;0.0;0.337;
132;0.0;0.317;
133;0.0;0.334;
134;0.0;0.295;
135;0.0;0.297;
136;0.0;0.306;
137;0.0;0.351;
138;0.0;0.307;
139;0.0;0.347;
140;0.0;0.301;
141;0.0;0.346;
142;0.0;0.342;
143;0.0;0.35;
144;0.0;0.326;
145;0.0;0.338;
146;0.0;0.329;
147;0.0;0.33;
148;0.0;0.309;
149;0.0;0.301;
150;0.0;0.329;
151;0.0;0.327;
152;0.0;0.311;
153;0.0;0.28;
154;0.0;0.298;
155;0.0;0.326;
156;0.0;0.337;
157;0.0;0.368;
158;0.0;0.326;
159;0.0;0.305;
160;0.0;0.309;
161;0.0;0.308;
162;0.0;0.312;
163;0.0;0.295;
164;0.0;0.353;
165;0.0;0.302;
166;0.0;0.287;
167;0.0;0.275;
168;0.0;0.302;
169;0.0;0.356;
170;0.0;0.316;
171;0.0;0.305;
172;0.0;0.359;
173;0.0;0.307;
174;0.0;0.318;
175;0.0;0.347;
176;0.0;0.356;
177;0.0;0.309;
178;0.0;0.3;
179;0.0;0.316;
180;0.0;0.319;
181;0.0;0.292;
182;0.0;0.277;
183;0.0;0.293;
184;0.0;0.303;
185;0.0;0.33;
186;0.0;0.313;
187;0.0;0.309;
188;0.0;0.293;
189;0.0;0.292;
190;0.0;0.274;
191;0.0;0.339;
