nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.403;
2;0.0;0.442;
3;0.0;0.413;
4;0.0;0.406;
5;0.0;0.398;
6;0.0;0.473;
7;0.0;0.46;
8;0.0;0.429;
9;0.0;0.451;
10;0.0;0.418;
11;0.0;0.422;
12;0.0;0.451;
13;0.0;0.485;
14;0.0;0.442;
15;0.0;0.422;
16;0.0;0.438;
17;0.0;0.455;
18;0.0;0.463;
19;0.0;0.434;
20;0.0;0.43;
21;0.0;0.441;
22;0.0;0.463;
23;0.0;0.449;
24;0.0;0.474;
25;0.0;0.434;
26;0.0;0.422;
27;0.0;0.453;
28;0.0;0.442;
29;0.0;0.451;
30;0.0;0.433;
31;0.0;0.457;
32;0.0;0.455;
33;0.0;0.444;
34;0.0;0.417;
35;0.0;0.41;
36;0.0;0.423;
37;0.0;0.448;
38;0.0;0.452;
39;0.0;0.407;
40;0.0;0.413;
41;0.0;0.43;
42;0.0;0.429;
43;0.0;0.405;
44;0.0;0.415;
45;0.0;0.397;
46;0.0;0.413;
47;0.0;0.421;
48;0.0;0.424;
49;0.0;0.433;
50;0.0;0.426;
51;0.0;0.36;
52;0.0;0.391;
53;0.0;0.378;
54;0.0;0.379;
55;0.0;0.38;
56;0.0;0.418;
57;0.0;0.369;
58;0.0;0.341;
59;0.0;0.357;
60;0.0;0.405;
61;0.0;0.402;
62;0.0;0.389;
63;0.0;0.361;
64;0.0;0.401;
65;0.0;0.381;
66;0.0;0.365;
67;0.0;0.419;
68;0.0;0.389;
69;0.0;0.405;
70;0.0;0.387;
71;0.0;0.395;
72;0.0;0.391;
73;0.0;0.364;
74;0.0;0.344;
75;0.0;0.364;
76;0.0;0.378;
77;0.0;0.392;
78;0.0;0.393;
79;0.0;0.37;
80;0.0;0.359;
81;0.0;0.369;
82;0.0;0.367;
83;0.0;0.384;
84;0.0;0.362;
85;0.0;0.388;
86;0.0;0.373;
87;0.0;0.393;
88;0.0;0.361;
89;0.0;0.357;
90;0.0;0.367;
91;0.0;0.38;
92;0.0;0.389;
93;0.0;0.36;
94;0.0;0.368;
95;0.0;0.357;
96;0.0;0.39;
97;0.0;0.369;
98;0.0;0.356;
99;0.0;0.324;
100;0.0;0.369;
101;0.0;0.345;
102;0.0;0.359;
103;0.0;0.39;
104;0.0;0.363;
105;0.0;0.315;
106;0.0;0.328;
107;0.0;0.326;
108;0.0;0.328;
109;0.0;0.343;
110;0.0;0.387;
111;0.0;0.315;
112;0.0;0.323;
113;0.0;0.303;
114;0.0;0.358;
115;0.0;0.387;
116;0.0;0.357;
117;0.0;0.314;
118;0.0;0.373;
119;0.0;0.348;
120;0.0;0.344;
121;0.0;0.405;
122;0.0;0.4;
123;0.0;0.368;
124;0.0;0.351;
125;0.0;0.378;
126;0.0;0.362;
127;0.0;0.354;
128;0.0;0.298;
129;0.0;0.341;
130;0.0;0.349;
131;0.0;0.369;
132;0.0;0.366;
133;0.0;0.359;
134;0.0;0.333;
135;0.0;0.35;
136;0.0;0.343;
137;0.0;0.377;
138;0.0;0.326;
139;0.0;0.379;
140;0.0;0.324;
141;0.0;0.379;
142;0.0;0.362;
143;0.0;0.351;
144;0.0;0.336;
145;0.0;0.342;
146;0.0;0.385;
147;0.0;0.34;
148;0.0;0.333;
149;0.0;0.348;
150;0.0;0.364;
151;0.0;0.36;
152;0.0;0.347;
153;0.0;0.318;
154;0.0;0.331;
155;0.0;0.32;
156;0.0;0.346;
157;0.0;0.366;
158;0.0;0.371;
159;0.0;0.32;
160;0.0;0.314;
161;0.0;0.323;
162;0.0;0.329;
163;0.0;0.327;
164;0.0;0.38;
165;0.0;0.32;
166;0.0;0.318;
167;0.0;0.286;
168;0.0;0.322;
169;0.0;0.388;
170;0.0;0.371;
171;0.0;0.307;
172;0.0;0.36;
173;0.0;0.325;
174;0.0;0.337;
175;0.0;0.36;
176;0.0;0.376;
177;0.0;0.341;
178;0.0;0.341;
179;0.0;0.351;
180;0.0;0.351;
181;0.0;0.338;
182;0.0;0.299;
183;0.0;0.311;
184;0.0;0.338;
185;0.0;0.346;
186;0.0;0.346;
187;0.0;0.339;
188;0.0;0.32;
189;0.0;0.327;
190;0.0;0.308;
191;0.0;0.356;
