nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.408;
2;0.0;0.437;
3;0.0;0.407;
4;0.0;0.405;
5;0.0;0.407;
6;0.0;0.456;
7;0.0;0.445;
8;0.0;0.425;
9;0.0;0.445;
10;0.0;0.412;
11;0.0;0.416;
12;0.0;0.447;
13;0.0;0.482;
14;0.0;0.439;
15;0.0;0.419;
16;0.0;0.44;
17;0.0;0.456;
18;0.0;0.462;
19;0.0;0.432;
20;0.0;0.425;
21;0.0;0.46;
22;0.0;0.465;
23;0.0;0.452;
24;0.0;0.474;
25;0.0;0.443;
26;0.0;0.424;
27;0.0;0.445;
28;0.0;0.425;
29;0.0;0.423;
30;0.0;0.428;
31;0.0;0.465;
32;0.0;0.453;
33;0.0;0.445;
34;0.0;0.412;
35;0.0;0.408;
36;0.0;0.398;
37;0.0;0.432;
38;0.0;0.405;
39;0.0;0.385;
40;0.0;0.395;
41;0.0;0.413;
42;0.0;0.41;
43;0.0;0.389;
44;0.0;0.384;
45;0.0;0.376;
46;0.0;0.372;
47;0.0;0.389;
48;0.0;0.389;
49;0.0;0.403;
50;0.0;0.401;
51;0.0;0.335;
52;0.0;0.366;
53;0.0;0.334;
54;0.0;0.357;
55;0.0;0.354;
56;0.0;0.374;
57;0.0;0.33;
58;0.0;0.326;
59;0.0;0.317;
60;0.0;0.364;
61;0.0;0.37;
62;0.0;0.364;
63;0.0;0.344;
64;0.0;0.358;
65;0.0;0.346;
66;0.0;0.341;
67;0.0;0.386;
68;0.0;0.352;
69;0.0;0.375;
70;0.0;0.361;
71;0.0;0.373;
72;0.0;0.357;
73;0.0;0.321;
74;0.0;0.312;
75;0.0;0.349;
76;0.0;0.354;
77;0.0;0.348;
78;0.0;0.355;
79;0.0;0.338;
80;0.0;0.325;
81;0.0;0.353;
82;0.0;0.307;
83;0.0;0.332;
84;0.0;0.344;
85;0.0;0.36;
86;0.0;0.346;
87;0.0;0.359;
88;0.0;0.324;
89;0.0;0.31;
90;0.0;0.331;
91;0.0;0.336;
92;0.0;0.36;
93;0.0;0.33;
94;0.0;0.344;
95;0.0;0.329;
96;0.0;0.35;
97;0.0;0.33;
98;0.0;0.336;
99;0.0;0.293;
100;0.0;0.352;
101;0.0;0.304;
102;0.0;0.326;
103;0.0;0.359;
104;0.0;0.329;
105;0.0;0.289;
106;0.0;0.296;
107;0.0;0.294;
108;0.0;0.299;
109;0.0;0.297;
110;0.0;0.342;
111;0.0;0.271;
112;0.0;0.279;
113;0.0;0.264;
114;0.0;0.309;
115;0.0;0.342;
116;0.0;0.317;
117;0.0;0.288;
118;0.0;0.341;
119;0.0;0.293;
120;0.0;0.294;
121;0.0;0.333;
122;0.0;0.335;
123;0.0;0.306;
124;0.0;0.301;
125;0.0;0.334;
126;0.0;0.311;
127;0.0;0.298;
128;0.0;0.254;
129;0.0;0.305;
130;0.0;0.297;
131;0.0;0.33;
132;0.0;0.311;
133;0.0;0.308;
134;0.0;0.286;
135;0.0;0.299;
136;0.0;0.276;
137;0.0;0.306;
138;0.0;0.282;
139;0.0;0.333;
140;0.0;0.271;
141;0.0;0.326;
142;0.0;0.319;
143;0.0;0.283;
144;0.0;0.295;
145;0.0;0.293;
146;0.0;0.332;
147;0.0;0.303;
148;0.0;0.299;
149;0.0;0.309;
150;0.0;0.334;
151;0.0;0.298;
152;0.0;0.304;
153;0.0;0.272;
154;0.0;0.315;
155;0.0;0.287;
156;0.0;0.307;
157;0.0;0.318;
158;0.0;0.319;
159;0.0;0.27;
160;0.0;0.276;
161;0.0;0.27;
162;0.0;0.281;
163;0.0;0.293;
164;0.0;0.324;
165;0.0;0.271;
166;0.0;0.29;
167;0.0;0.243;
168;0.0;0.268;
169;0.0;0.339;
170;0.0;0.335;
171;0.0;0.276;
172;0.0;0.323;
173;0.0;0.271;
174;0.0;0.291;
175;0.0;0.325;
176;0.0;0.328;
177;0.0;0.294;
178;0.0;0.293;
179;0.0;0.322;
180;0.0;0.31;
181;0.0;0.295;
182;0.0;0.251;
183;0.0;0.281;
184;0.0;0.293;
185;0.0;0.321;
186;0.0;0.299;
187;0.0;0.305;
188;0.0;0.289;
189;0.0;0.293;
190;0.0;0.267;
191;0.0;0.31;
