nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.408;
2;0.0;0.437;
3;0.0;0.417;
4;0.0;0.408;
5;0.0;0.408;
6;0.0;0.473;
7;0.0;0.469;
8;0.0;0.444;
9;0.0;0.456;
10;0.0;0.424;
11;0.0;0.426;
12;0.0;0.45;
13;0.0;0.481;
14;0.0;0.44;
15;0.0;0.423;
16;0.0;0.436;
17;0.0;0.456;
18;0.0;0.469;
19;0.0;0.43;
20;0.0;0.436;
21;0.0;0.443;
22;0.0;0.469;
23;0.0;0.463;
24;0.0;0.478;
25;0.0;0.441;
26;0.0;0.424;
27;0.0;0.462;
28;0.0;0.453;
29;0.0;0.467;
30;0.0;0.451;
31;0.0;0.464;
32;0.0;0.466;
33;0.0;0.449;
34;0.0;0.428;
35;0.0;0.415;
36;0.0;0.423;
37;0.0;0.457;
38;0.0;0.456;
39;0.0;0.417;
40;0.0;0.431;
41;0.0;0.436;
42;0.0;0.445;
43;0.0;0.406;
44;0.0;0.417;
45;0.0;0.409;
46;0.0;0.424;
47;0.0;0.421;
48;0.0;0.418;
49;0.0;0.444;
50;0.0;0.43;
51;0.0;0.373;
52;0.0;0.404;
53;0.0;0.379;
54;0.0;0.396;
55;0.0;0.387;
56;0.0;0.417;
57;0.0;0.385;
58;0.0;0.365;
59;0.0;0.358;
60;0.0;0.417;
61;0.0;0.409;
62;0.0;0.397;
63;0.0;0.365;
64;0.0;0.407;
65;0.0;0.383;
66;0.0;0.371;
67;0.0;0.435;
68;0.0;0.393;
69;0.0;0.414;
70;0.0;0.392;
71;0.0;0.4;
72;0.0;0.391;
73;0.0;0.381;
74;0.0;0.348;
75;0.0;0.388;
76;0.0;0.398;
77;0.0;0.396;
78;0.0;0.417;
79;0.0;0.388;
80;0.0;0.369;
81;0.0;0.378;
82;0.0;0.373;
83;0.0;0.397;
84;0.0;0.379;
85;0.0;0.407;
86;0.0;0.383;
87;0.0;0.396;
88;0.0;0.362;
89;0.0;0.352;
90;0.0;0.373;
91;0.0;0.383;
92;0.0;0.4;
93;0.0;0.354;
94;0.0;0.365;
95;0.0;0.361;
96;0.0;0.379;
97;0.0;0.361;
98;0.0;0.362;
99;0.0;0.318;
100;0.0;0.368;
101;0.0;0.34;
102;0.0;0.358;
103;0.0;0.386;
104;0.0;0.36;
105;0.0;0.318;
106;0.0;0.33;
107;0.0;0.32;
108;0.0;0.33;
109;0.0;0.332;
110;0.0;0.378;
111;0.0;0.323;
112;0.0;0.327;
113;0.0;0.319;
114;0.0;0.357;
115;0.0;0.395;
116;0.0;0.368;
117;0.0;0.311;
118;0.0;0.369;
119;0.0;0.336;
120;0.0;0.339;
121;0.0;0.386;
122;0.0;0.38;
123;0.0;0.35;
124;0.0;0.328;
125;0.0;0.368;
126;0.0;0.347;
127;0.0;0.346;
128;0.0;0.289;
129;0.0;0.328;
130;0.0;0.336;
131;0.0;0.363;
132;0.0;0.367;
133;0.0;0.349;
134;0.0;0.328;
135;0.0;0.345;
136;0.0;0.326;
137;0.0;0.369;
138;0.0;0.327;
139;0.0;0.371;
140;0.0;0.311;
141;0.0;0.363;
142;0.0;0.349;
143;0.0;0.33;
144;0.0;0.314;
145;0.0;0.339;
146;0.0;0.368;
147;0.0;0.338;
148;0.0;0.332;
149;0.0;0.342;
150;0.0;0.357;
151;0.0;0.339;
152;0.0;0.32;
153;0.0;0.307;
154;0.0;0.318;
155;0.0;0.312;
156;0.0;0.342;
157;0.0;0.352;
158;0.0;0.366;
159;0.0;0.304;
160;0.0;0.302;
161;0.0;0.306;
162;0.0;0.319;
163;0.0;0.316;
164;0.0;0.363;
165;0.0;0.308;
166;0.0;0.307;
167;0.0;0.28;
168;0.0;0.332;
169;0.0;0.387;
170;0.0;0.358;
171;0.0;0.296;
172;0.0;0.348;
173;0.0;0.32;
174;0.0;0.336;
175;0.0;0.368;
176;0.0;0.363;
177;0.0;0.332;
178;0.0;0.336;
179;0.0;0.338;
180;0.0;0.345;
181;0.0;0.328;
182;0.0;0.292;
183;0.0;0.311;
184;0.0;0.327;
185;0.0;0.347;
186;0.0;0.35;
187;0.0;0.344;
188;0.0;0.323;
189;0.0;0.321;
190;0.0;0.297;
191;0.0;0.352;
