nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.407;
2;0.0;0.422;
3;0.0;0.411;
4;0.0;0.404;
5;0.0;0.401;
6;0.0;0.441;
7;0.0;0.423;
8;0.0;0.389;
9;0.0;0.404;
10;0.0;0.383;
11;0.0;0.399;
12;0.0;0.396;
13;0.0;0.422;
14;0.0;0.397;
15;0.0;0.374;
16;0.0;0.373;
17;0.0;0.374;
18;0.0;0.372;
19;0.0;0.322;
20;0.0;0.313;
21;0.0;0.355;
22;0.0;0.348;
23;0.0;0.372;
24;0.0;0.355;
25;0.0;0.346;
26;0.0;0.323;
27;0.0;0.327;
28;0.0;0.333;
29;0.0;0.333;
30;0.0;0.319;
31;0.0;0.324;
32;0.0;0.347;
33;0.0;0.338;
34;0.0;0.311;
35;0.0;0.311;
36;0.0;0.291;
37;0.0;0.318;
38;0.0;0.316;
39;0.0;0.291;
40;0.0;0.321;
41;0.0;0.344;
42;0.0;0.352;
43;0.0;0.331;
44;0.0;0.313;
45;0.0;0.289;
46;0.0;0.298;
47;0.0;0.323;
48;0.0;0.331;
49;0.0;0.342;
50;0.0;0.31;
51;0.0;0.284;
52;0.0;0.303;
53;0.0;0.286;
54;0.0;0.321;
55;0.0;0.303;
56;0.0;0.322;
57;0.0;0.305;
58;0.0;0.265;
59;0.0;0.292;
60;0.0;0.33;
61;0.0;0.331;
62;0.0;0.322;
63;0.0;0.3;
64;0.0;0.34;
65;0.0;0.344;
66;0.0;0.326;
67;0.0;0.383;
68;0.0;0.348;
69;0.0;0.333;
70;0.0;0.322;
71;0.0;0.324;
72;0.0;0.349;
73;0.0;0.327;
74;0.0;0.302;
75;0.0;0.281;
76;0.0;0.334;
77;0.0;0.343;
78;0.0;0.35;
79;0.0;0.343;
80;0.0;0.314;
81;0.0;0.33;
82;0.0;0.317;
83;0.0;0.358;
84;0.0;0.325;
85;0.0;0.373;
86;0.0;0.332;
87;0.0;0.336;
88;0.0;0.336;
89;0.0;0.339;
90;0.0;0.329;
91;0.0;0.333;
92;0.0;0.333;
93;0.0;0.326;
94;0.0;0.322;
95;0.0;0.324;
96;0.0;0.364;
97;0.0;0.36;
98;0.0;0.313;
99;0.0;0.303;
100;0.0;0.317;
101;0.0;0.326;
102;0.0;0.346;
103;0.0;0.378;
104;0.0;0.328;
105;0.0;0.301;
106;0.0;0.321;
107;0.0;0.311;
108;0.0;0.305;
109;0.0;0.31;
110;0.0;0.36;
111;0.0;0.296;
112;0.0;0.3;
113;0.0;0.28;
114;0.0;0.326;
115;0.0;0.36;
116;0.0;0.342;
117;0.0;0.324;
118;0.0;0.374;
119;0.0;0.342;
120;0.0;0.334;
121;0.0;0.381;
122;0.0;0.359;
123;0.0;0.327;
124;0.0;0.311;
125;0.0;0.323;
126;0.0;0.34;
127;0.0;0.304;
128;0.0;0.299;
129;0.0;0.308;
130;0.0;0.316;
131;0.0;0.334;
132;0.0;0.331;
133;0.0;0.345;
134;0.0;0.298;
135;0.0;0.297;
136;0.0;0.3;
137;0.0;0.342;
138;0.0;0.304;
139;0.0;0.357;
140;0.0;0.307;
141;0.0;0.349;
142;0.0;0.35;
143;0.0;0.337;
144;0.0;0.318;
145;0.0;0.338;
146;0.0;0.331;
147;0.0;0.328;
148;0.0;0.317;
149;0.0;0.305;
150;0.0;0.344;
151;0.0;0.34;
152;0.0;0.303;
153;0.0;0.287;
154;0.0;0.305;
155;0.0;0.32;
156;0.0;0.35;
157;0.0;0.353;
158;0.0;0.338;
159;0.0;0.3;
160;0.0;0.31;
161;0.0;0.298;
162;0.0;0.307;
163;0.0;0.291;
164;0.0;0.35;
165;0.0;0.288;
166;0.0;0.289;
167;0.0;0.274;
168;0.0;0.296;
169;0.0;0.357;
170;0.0;0.319;
171;0.0;0.312;
172;0.0;0.372;
173;0.0;0.319;
174;0.0;0.328;
175;0.0;0.352;
176;0.0;0.373;
177;0.0;0.323;
178;0.0;0.31;
179;0.0;0.328;
180;0.0;0.327;
181;0.0;0.318;
182;0.0;0.29;
183;0.0;0.304;
184;0.0;0.314;
185;0.0;0.339;
186;0.0;0.313;
187;0.0;0.319;
188;0.0;0.285;
189;0.0;0.305;
190;0.0;0.292;
191;0.0;0.342;
