nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.411;
2;0.0;0.447;
3;0.0;0.423;
4;0.0;0.406;
5;0.0;0.397;
6;0.0;0.449;
7;0.0;0.424;
8;0.0;0.4;
9;0.0;0.432;
10;0.0;0.402;
11;0.0;0.429;
12;0.0;0.421;
13;0.0;0.468;
14;0.0;0.433;
15;0.0;0.408;
16;0.0;0.408;
17;0.0;0.409;
18;0.0;0.419;
19;0.0;0.372;
20;0.0;0.369;
21;0.0;0.399;
22;0.0;0.417;
23;0.0;0.425;
24;0.0;0.415;
25;0.0;0.39;
26;0.0;0.369;
27;0.0;0.386;
28;0.0;0.378;
29;0.0;0.388;
30;0.0;0.367;
31;0.0;0.391;
32;0.0;0.388;
33;0.0;0.377;
34;0.0;0.363;
35;0.0;0.362;
36;0.0;0.361;
37;0.0;0.385;
38;0.0;0.393;
39;0.0;0.345;
40;0.0;0.372;
41;0.0;0.376;
42;0.0;0.387;
43;0.0;0.364;
44;0.0;0.361;
45;0.0;0.333;
46;0.0;0.345;
47;0.0;0.352;
48;0.0;0.371;
49;0.0;0.384;
50;0.0;0.346;
51;0.0;0.313;
52;0.0;0.329;
53;0.0;0.317;
54;0.0;0.346;
55;0.0;0.351;
56;0.0;0.371;
57;0.0;0.338;
58;0.0;0.302;
59;0.0;0.329;
60;0.0;0.371;
61;0.0;0.38;
62;0.0;0.363;
63;0.0;0.332;
64;0.0;0.36;
65;0.0;0.355;
66;0.0;0.373;
67;0.0;0.42;
68;0.0;0.385;
69;0.0;0.382;
70;0.0;0.371;
71;0.0;0.394;
72;0.0;0.377;
73;0.0;0.357;
74;0.0;0.321;
75;0.0;0.351;
76;0.0;0.361;
77;0.0;0.384;
78;0.0;0.393;
79;0.0;0.369;
80;0.0;0.341;
81;0.0;0.354;
82;0.0;0.353;
83;0.0;0.387;
84;0.0;0.353;
85;0.0;0.376;
86;0.0;0.347;
87;0.0;0.383;
88;0.0;0.35;
89;0.0;0.362;
90;0.0;0.362;
91;0.0;0.384;
92;0.0;0.38;
93;0.0;0.344;
94;0.0;0.354;
95;0.0;0.354;
96;0.0;0.378;
97;0.0;0.38;
98;0.0;0.359;
99;0.0;0.319;
100;0.0;0.349;
101;0.0;0.349;
102;0.0;0.374;
103;0.0;0.382;
104;0.0;0.351;
105;0.0;0.331;
106;0.0;0.339;
107;0.0;0.324;
108;0.0;0.327;
109;0.0;0.344;
110;0.0;0.399;
111;0.0;0.343;
112;0.0;0.333;
113;0.0;0.318;
114;0.0;0.372;
115;0.0;0.409;
116;0.0;0.367;
117;0.0;0.346;
118;0.0;0.378;
119;0.0;0.346;
120;0.0;0.368;
121;0.0;0.406;
122;0.0;0.396;
123;0.0;0.364;
124;0.0;0.337;
125;0.0;0.374;
126;0.0;0.381;
127;0.0;0.343;
128;0.0;0.318;
129;0.0;0.336;
130;0.0;0.345;
131;0.0;0.376;
132;0.0;0.365;
133;0.0;0.368;
134;0.0;0.323;
135;0.0;0.329;
136;0.0;0.332;
137;0.0;0.38;
138;0.0;0.332;
139;0.0;0.372;
140;0.0;0.318;
141;0.0;0.377;
142;0.0;0.372;
143;0.0;0.356;
144;0.0;0.347;
145;0.0;0.362;
146;0.0;0.366;
147;0.0;0.362;
148;0.0;0.339;
149;0.0;0.353;
150;0.0;0.38;
151;0.0;0.367;
152;0.0;0.34;
153;0.0;0.312;
154;0.0;0.345;
155;0.0;0.336;
156;0.0;0.359;
157;0.0;0.38;
158;0.0;0.363;
159;0.0;0.325;
160;0.0;0.328;
161;0.0;0.337;
162;0.0;0.318;
163;0.0;0.317;
164;0.0;0.385;
165;0.0;0.332;
166;0.0;0.33;
167;0.0;0.301;
168;0.0;0.337;
169;0.0;0.393;
170;0.0;0.358;
171;0.0;0.339;
172;0.0;0.381;
173;0.0;0.329;
174;0.0;0.368;
175;0.0;0.39;
176;0.0;0.4;
177;0.0;0.349;
178;0.0;0.343;
179;0.0;0.366;
180;0.0;0.365;
181;0.0;0.334;
182;0.0;0.317;
183;0.0;0.326;
184;0.0;0.345;
185;0.0;0.372;
186;0.0;0.362;
187;0.0;0.365;
188;0.0;0.349;
189;0.0;0.332;
190;0.0;0.307;
191;0.0;0.394;
