nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.406;
2;0.0;0.444;
3;0.0;0.407;
4;0.0;0.407;
5;0.0;0.405;
6;0.0;0.462;
7;0.0;0.45;
8;0.0;0.424;
9;0.0;0.454;
10;0.0;0.419;
11;0.0;0.432;
12;0.0;0.449;
13;0.0;0.486;
14;0.0;0.448;
15;0.0;0.432;
16;0.0;0.435;
17;0.0;0.458;
18;0.0;0.472;
19;0.0;0.423;
20;0.0;0.422;
21;0.0;0.446;
22;0.0;0.45;
23;0.0;0.454;
24;0.0;0.475;
25;0.0;0.433;
26;0.0;0.406;
27;0.0;0.439;
28;0.0;0.422;
29;0.0;0.43;
30;0.0;0.432;
31;0.0;0.455;
32;0.0;0.453;
33;0.0;0.432;
34;0.0;0.408;
35;0.0;0.4;
36;0.0;0.403;
37;0.0;0.443;
38;0.0;0.441;
39;0.0;0.389;
40;0.0;0.4;
41;0.0;0.423;
42;0.0;0.419;
43;0.0;0.391;
44;0.0;0.395;
45;0.0;0.396;
46;0.0;0.404;
47;0.0;0.401;
48;0.0;0.412;
49;0.0;0.428;
50;0.0;0.429;
51;0.0;0.36;
52;0.0;0.399;
53;0.0;0.363;
54;0.0;0.374;
55;0.0;0.374;
56;0.0;0.417;
57;0.0;0.382;
58;0.0;0.351;
59;0.0;0.355;
60;0.0;0.414;
61;0.0;0.399;
62;0.0;0.392;
63;0.0;0.371;
64;0.0;0.41;
65;0.0;0.385;
66;0.0;0.371;
67;0.0;0.424;
68;0.0;0.387;
69;0.0;0.407;
70;0.0;0.398;
71;0.0;0.404;
72;0.0;0.398;
73;0.0;0.379;
74;0.0;0.347;
75;0.0;0.38;
76;0.0;0.388;
77;0.0;0.396;
78;0.0;0.415;
79;0.0;0.386;
80;0.0;0.366;
81;0.0;0.38;
82;0.0;0.375;
83;0.0;0.405;
84;0.0;0.379;
85;0.0;0.398;
86;0.0;0.386;
87;0.0;0.42;
88;0.0;0.375;
89;0.0;0.38;
90;0.0;0.38;
91;0.0;0.392;
92;0.0;0.403;
93;0.0;0.377;
94;0.0;0.384;
95;0.0;0.379;
96;0.0;0.392;
97;0.0;0.375;
98;0.0;0.381;
99;0.0;0.344;
100;0.0;0.391;
101;0.0;0.372;
102;0.0;0.373;
103;0.0;0.404;
104;0.0;0.376;
105;0.0;0.331;
106;0.0;0.35;
107;0.0;0.341;
108;0.0;0.348;
109;0.0;0.352;
110;0.0;0.393;
111;0.0;0.329;
112;0.0;0.335;
113;0.0;0.321;
114;0.0;0.372;
115;0.0;0.402;
116;0.0;0.368;
117;0.0;0.343;
118;0.0;0.396;
119;0.0;0.355;
120;0.0;0.347;
121;0.0;0.403;
122;0.0;0.396;
123;0.0;0.368;
124;0.0;0.356;
125;0.0;0.397;
126;0.0;0.364;
127;0.0;0.372;
128;0.0;0.313;
129;0.0;0.36;
130;0.0;0.359;
131;0.0;0.383;
132;0.0;0.378;
133;0.0;0.378;
134;0.0;0.342;
135;0.0;0.376;
136;0.0;0.352;
137;0.0;0.38;
138;0.0;0.348;
139;0.0;0.394;
140;0.0;0.339;
141;0.0;0.389;
142;0.0;0.384;
143;0.0;0.354;
144;0.0;0.342;
145;0.0;0.372;
146;0.0;0.393;
147;0.0;0.36;
148;0.0;0.356;
149;0.0;0.37;
150;0.0;0.398;
151;0.0;0.35;
152;0.0;0.362;
153;0.0;0.33;
154;0.0;0.358;
155;0.0;0.358;
156;0.0;0.367;
157;0.0;0.38;
158;0.0;0.378;
159;0.0;0.329;
160;0.0;0.324;
161;0.0;0.325;
162;0.0;0.351;
163;0.0;0.351;
164;0.0;0.394;
165;0.0;0.333;
166;0.0;0.343;
167;0.0;0.313;
168;0.0;0.343;
169;0.0;0.414;
170;0.0;0.39;
171;0.0;0.325;
172;0.0;0.373;
173;0.0;0.332;
174;0.0;0.362;
175;0.0;0.379;
176;0.0;0.396;
177;0.0;0.353;
178;0.0;0.351;
179;0.0;0.369;
180;0.0;0.369;
181;0.0;0.352;
182;0.0;0.318;
183;0.0;0.332;
184;0.0;0.358;
185;0.0;0.358;
186;0.0;0.369;
187;0.0;0.372;
188;0.0;0.351;
189;0.0;0.352;
190;0.0;0.324;
191;0.0;0.375;
