nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.407;
2;0.0;0.432;
3;0.0;0.412;
4;0.0;0.404;
5;0.0;0.39;
6;0.0;0.439;
7;0.0;0.424;
8;0.0;0.398;
9;0.0;0.419;
10;0.0;0.399;
11;0.0;0.41;
12;0.0;0.408;
13;0.0;0.439;
14;0.0;0.411;
15;0.0;0.386;
16;0.0;0.38;
17;0.0;0.4;
18;0.0;0.392;
19;0.0;0.348;
20;0.0;0.347;
21;0.0;0.365;
22;0.0;0.359;
23;0.0;0.372;
24;0.0;0.374;
25;0.0;0.342;
26;0.0;0.315;
27;0.0;0.329;
28;0.0;0.331;
29;0.0;0.325;
30;0.0;0.319;
31;0.0;0.331;
32;0.0;0.341;
33;0.0;0.338;
34;0.0;0.314;
35;0.0;0.314;
36;0.0;0.28;
37;0.0;0.316;
38;0.0;0.316;
39;0.0;0.298;
40;0.0;0.304;
41;0.0;0.311;
42;0.0;0.341;
43;0.0;0.311;
44;0.0;0.309;
45;0.0;0.281;
46;0.0;0.291;
47;0.0;0.294;
48;0.0;0.31;
49;0.0;0.336;
50;0.0;0.293;
51;0.0;0.274;
52;0.0;0.275;
53;0.0;0.256;
54;0.0;0.312;
55;0.0;0.306;
56;0.0;0.324;
57;0.0;0.268;
58;0.0;0.249;
59;0.0;0.282;
60;0.0;0.315;
61;0.0;0.331;
62;0.0;0.32;
63;0.0;0.29;
64;0.0;0.327;
65;0.0;0.315;
66;0.0;0.32;
67;0.0;0.371;
68;0.0;0.338;
69;0.0;0.324;
70;0.0;0.297;
71;0.0;0.32;
72;0.0;0.313;
73;0.0;0.286;
74;0.0;0.277;
75;0.0;0.276;
76;0.0;0.304;
77;0.0;0.335;
78;0.0;0.338;
79;0.0;0.308;
80;0.0;0.299;
81;0.0;0.302;
82;0.0;0.304;
83;0.0;0.333;
84;0.0;0.292;
85;0.0;0.312;
86;0.0;0.304;
87;0.0;0.323;
88;0.0;0.314;
89;0.0;0.317;
90;0.0;0.309;
91;0.0;0.315;
92;0.0;0.312;
93;0.0;0.302;
94;0.0;0.308;
95;0.0;0.321;
96;0.0;0.343;
97;0.0;0.344;
98;0.0;0.326;
99;0.0;0.29;
100;0.0;0.304;
101;0.0;0.316;
102;0.0;0.336;
103;0.0;0.367;
104;0.0;0.309;
105;0.0;0.289;
106;0.0;0.303;
107;0.0;0.291;
108;0.0;0.301;
109;0.0;0.302;
110;0.0;0.358;
111;0.0;0.294;
112;0.0;0.284;
113;0.0;0.27;
114;0.0;0.329;
115;0.0;0.341;
116;0.0;0.326;
117;0.0;0.303;
118;0.0;0.361;
119;0.0;0.324;
120;0.0;0.326;
121;0.0;0.372;
122;0.0;0.35;
123;0.0;0.328;
124;0.0;0.305;
125;0.0;0.337;
126;0.0;0.341;
127;0.0;0.299;
128;0.0;0.29;
129;0.0;0.301;
130;0.0;0.311;
131;0.0;0.336;
132;0.0;0.316;
133;0.0;0.34;
134;0.0;0.297;
135;0.0;0.298;
136;0.0;0.294;
137;0.0;0.352;
138;0.0;0.301;
139;0.0;0.346;
140;0.0;0.286;
141;0.0;0.346;
142;0.0;0.346;
143;0.0;0.332;
144;0.0;0.317;
145;0.0;0.332;
146;0.0;0.325;
147;0.0;0.331;
148;0.0;0.317;
149;0.0;0.32;
150;0.0;0.344;
151;0.0;0.335;
152;0.0;0.319;
153;0.0;0.303;
154;0.0;0.315;
155;0.0;0.323;
156;0.0;0.341;
157;0.0;0.349;
158;0.0;0.327;
159;0.0;0.298;
160;0.0;0.312;
161;0.0;0.309;
162;0.0;0.312;
163;0.0;0.295;
164;0.0;0.368;
165;0.0;0.3;
166;0.0;0.28;
167;0.0;0.272;
168;0.0;0.307;
169;0.0;0.353;
170;0.0;0.313;
171;0.0;0.308;
172;0.0;0.36;
173;0.0;0.311;
174;0.0;0.334;
175;0.0;0.346;
176;0.0;0.366;
177;0.0;0.322;
178;0.0;0.31;
179;0.0;0.321;
180;0.0;0.329;
181;0.0;0.306;
182;0.0;0.277;
183;0.0;0.307;
184;0.0;0.305;
185;0.0;0.328;
186;0.0;0.312;
187;0.0;0.32;
188;0.0;0.303;
189;0.0;0.287;
190;0.0;0.292;
191;0.0;0.349;
