nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.402;
2;0.0;0.42;
3;0.0;0.415;
4;0.0;0.402;
5;0.0;0.379;
6;0.0;0.43;
7;0.0;0.417;
8;0.0;0.382;
9;0.0;0.401;
10;0.0;0.371;
11;0.0;0.388;
12;0.0;0.379;
13;0.0;0.412;
14;0.0;0.383;
15;0.0;0.369;
16;0.0;0.377;
17;0.0;0.375;
18;0.0;0.376;
19;0.0;0.316;
20;0.0;0.317;
21;0.0;0.343;
22;0.0;0.334;
23;0.0;0.345;
24;0.0;0.344;
25;0.0;0.328;
26;0.0;0.311;
27;0.0;0.313;
28;0.0;0.316;
29;0.0;0.305;
30;0.0;0.303;
31;0.0;0.311;
32;0.0;0.321;
33;0.0;0.321;
34;0.0;0.292;
35;0.0;0.282;
36;0.0;0.254;
37;0.0;0.306;
38;0.0;0.289;
39;0.0;0.267;
40;0.0;0.297;
41;0.0;0.31;
42;0.0;0.326;
43;0.0;0.32;
44;0.0;0.3;
45;0.0;0.275;
46;0.0;0.292;
47;0.0;0.311;
48;0.0;0.324;
49;0.0;0.329;
50;0.0;0.293;
51;0.0;0.271;
52;0.0;0.294;
53;0.0;0.267;
54;0.0;0.307;
55;0.0;0.297;
56;0.0;0.325;
57;0.0;0.292;
58;0.0;0.249;
59;0.0;0.287;
60;0.0;0.302;
61;0.0;0.325;
62;0.0;0.318;
63;0.0;0.299;
64;0.0;0.337;
65;0.0;0.332;
66;0.0;0.317;
67;0.0;0.378;
68;0.0;0.32;
69;0.0;0.329;
70;0.0;0.304;
71;0.0;0.319;
72;0.0;0.32;
73;0.0;0.302;
74;0.0;0.303;
75;0.0;0.279;
76;0.0;0.317;
77;0.0;0.323;
78;0.0;0.333;
79;0.0;0.321;
80;0.0;0.283;
81;0.0;0.308;
82;0.0;0.298;
83;0.0;0.337;
84;0.0;0.319;
85;0.0;0.34;
86;0.0;0.316;
87;0.0;0.342;
88;0.0;0.326;
89;0.0;0.322;
90;0.0;0.317;
91;0.0;0.325;
92;0.0;0.306;
93;0.0;0.311;
94;0.0;0.31;
95;0.0;0.312;
96;0.0;0.338;
97;0.0;0.342;
98;0.0;0.304;
99;0.0;0.284;
100;0.0;0.305;
101;0.0;0.317;
102;0.0;0.332;
103;0.0;0.367;
104;0.0;0.314;
105;0.0;0.285;
106;0.0;0.301;
107;0.0;0.307;
108;0.0;0.297;
109;0.0;0.292;
110;0.0;0.362;
111;0.0;0.282;
112;0.0;0.276;
113;0.0;0.287;
114;0.0;0.309;
115;0.0;0.34;
116;0.0;0.318;
117;0.0;0.306;
118;0.0;0.364;
119;0.0;0.322;
120;0.0;0.308;
121;0.0;0.351;
122;0.0;0.346;
123;0.0;0.326;
124;0.0;0.302;
125;0.0;0.329;
126;0.0;0.317;
127;0.0;0.31;
128;0.0;0.281;
129;0.0;0.301;
130;0.0;0.299;
131;0.0;0.333;
132;0.0;0.31;
133;0.0;0.325;
134;0.0;0.286;
135;0.0;0.294;
136;0.0;0.302;
137;0.0;0.343;
138;0.0;0.288;
139;0.0;0.341;
140;0.0;0.309;
141;0.0;0.342;
142;0.0;0.346;
143;0.0;0.323;
144;0.0;0.31;
145;0.0;0.344;
146;0.0;0.319;
147;0.0;0.32;
148;0.0;0.302;
149;0.0;0.289;
150;0.0;0.318;
151;0.0;0.315;
152;0.0;0.297;
153;0.0;0.288;
154;0.0;0.294;
155;0.0;0.315;
156;0.0;0.331;
157;0.0;0.341;
158;0.0;0.324;
159;0.0;0.29;
160;0.0;0.306;
161;0.0;0.29;
162;0.0;0.305;
163;0.0;0.278;
164;0.0;0.34;
165;0.0;0.294;
166;0.0;0.271;
167;0.0;0.266;
168;0.0;0.28;
169;0.0;0.313;
170;0.0;0.299;
171;0.0;0.293;
172;0.0;0.351;
173;0.0;0.313;
174;0.0;0.323;
175;0.0;0.342;
176;0.0;0.359;
177;0.0;0.313;
178;0.0;0.307;
179;0.0;0.316;
180;0.0;0.305;
181;0.0;0.304;
182;0.0;0.291;
183;0.0;0.294;
184;0.0;0.306;
185;0.0;0.322;
186;0.0;0.307;
187;0.0;0.322;
188;0.0;0.281;
189;0.0;0.3;
190;0.0;0.279;
191;0.0;0.336;
