nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.404;
2;0.0;0.435;
3;0.0;0.431;
4;0.0;0.411;
5;0.0;0.402;
6;0.0;0.442;
7;0.0;0.427;
8;0.0;0.403;
9;0.0;0.421;
10;0.0;0.394;
11;0.0;0.421;
12;0.0;0.42;
13;0.0;0.461;
14;0.0;0.44;
15;0.0;0.394;
16;0.0;0.4;
17;0.0;0.403;
18;0.0;0.405;
19;0.0;0.365;
20;0.0;0.355;
21;0.0;0.381;
22;0.0;0.389;
23;0.0;0.401;
24;0.0;0.399;
25;0.0;0.37;
26;0.0;0.356;
27;0.0;0.37;
28;0.0;0.376;
29;0.0;0.373;
30;0.0;0.366;
31;0.0;0.37;
32;0.0;0.38;
33;0.0;0.377;
34;0.0;0.351;
35;0.0;0.36;
36;0.0;0.352;
37;0.0;0.379;
38;0.0;0.379;
39;0.0;0.334;
40;0.0;0.36;
41;0.0;0.368;
42;0.0;0.371;
43;0.0;0.364;
44;0.0;0.358;
45;0.0;0.326;
46;0.0;0.339;
47;0.0;0.341;
48;0.0;0.367;
49;0.0;0.37;
50;0.0;0.333;
51;0.0;0.305;
52;0.0;0.314;
53;0.0;0.293;
54;0.0;0.342;
55;0.0;0.325;
56;0.0;0.35;
57;0.0;0.302;
58;0.0;0.275;
59;0.0;0.291;
60;0.0;0.339;
61;0.0;0.359;
62;0.0;0.344;
63;0.0;0.305;
64;0.0;0.35;
65;0.0;0.334;
66;0.0;0.341;
67;0.0;0.405;
68;0.0;0.366;
69;0.0;0.367;
70;0.0;0.35;
71;0.0;0.371;
72;0.0;0.343;
73;0.0;0.336;
74;0.0;0.312;
75;0.0;0.331;
76;0.0;0.352;
77;0.0;0.375;
78;0.0;0.383;
79;0.0;0.351;
80;0.0;0.338;
81;0.0;0.34;
82;0.0;0.342;
83;0.0;0.378;
84;0.0;0.341;
85;0.0;0.371;
86;0.0;0.343;
87;0.0;0.365;
88;0.0;0.333;
89;0.0;0.354;
90;0.0;0.338;
91;0.0;0.351;
92;0.0;0.348;
93;0.0;0.331;
94;0.0;0.337;
95;0.0;0.348;
96;0.0;0.357;
97;0.0;0.353;
98;0.0;0.338;
99;0.0;0.311;
100;0.0;0.325;
101;0.0;0.328;
102;0.0;0.34;
103;0.0;0.371;
104;0.0;0.33;
105;0.0;0.309;
106;0.0;0.319;
107;0.0;0.302;
108;0.0;0.309;
109;0.0;0.325;
110;0.0;0.373;
111;0.0;0.305;
112;0.0;0.303;
113;0.0;0.305;
114;0.0;0.35;
115;0.0;0.379;
116;0.0;0.352;
117;0.0;0.306;
118;0.0;0.371;
119;0.0;0.338;
120;0.0;0.336;
121;0.0;0.379;
122;0.0;0.373;
123;0.0;0.337;
124;0.0;0.304;
125;0.0;0.34;
126;0.0;0.352;
127;0.0;0.32;
128;0.0;0.292;
129;0.0;0.317;
130;0.0;0.323;
131;0.0;0.355;
132;0.0;0.344;
133;0.0;0.354;
134;0.0;0.32;
135;0.0;0.319;
136;0.0;0.33;
137;0.0;0.368;
138;0.0;0.315;
139;0.0;0.366;
140;0.0;0.319;
141;0.0;0.361;
142;0.0;0.364;
143;0.0;0.349;
144;0.0;0.337;
145;0.0;0.36;
146;0.0;0.366;
147;0.0;0.351;
148;0.0;0.334;
149;0.0;0.349;
150;0.0;0.365;
151;0.0;0.351;
152;0.0;0.33;
153;0.0;0.306;
154;0.0;0.339;
155;0.0;0.333;
156;0.0;0.353;
157;0.0;0.374;
158;0.0;0.358;
159;0.0;0.327;
160;0.0;0.328;
161;0.0;0.317;
162;0.0;0.317;
163;0.0;0.312;
164;0.0;0.381;
165;0.0;0.316;
166;0.0;0.315;
167;0.0;0.297;
168;0.0;0.318;
169;0.0;0.403;
170;0.0;0.345;
171;0.0;0.318;
172;0.0;0.381;
173;0.0;0.328;
174;0.0;0.356;
175;0.0;0.386;
176;0.0;0.395;
177;0.0;0.338;
178;0.0;0.34;
179;0.0;0.356;
180;0.0;0.363;
181;0.0;0.326;
182;0.0;0.296;
183;0.0;0.314;
184;0.0;0.328;
185;0.0;0.366;
186;0.0;0.353;
187;0.0;0.342;
188;0.0;0.331;
189;0.0;0.323;
190;0.0;0.307;
191;0.0;0.377;
