nbex; TestEnergySum; LearningEnergySum;
;;;
0;0.0;0.0;
1;0.0;0.407;
2;0.0;0.434;
3;0.0;0.429;
4;0.0;0.417;
5;0.0;0.407;
6;0.0;0.461;
7;0.0;0.443;
8;0.0;0.405;
9;0.0;0.432;
10;0.0;0.398;
11;0.0;0.418;
12;0.0;0.418;
13;0.0;0.465;
14;0.0;0.43;
15;0.0;0.418;
16;0.0;0.414;
17;0.0;0.417;
18;0.0;0.42;
19;0.0;0.38;
20;0.0;0.39;
21;0.0;0.4;
22;0.0;0.408;
23;0.0;0.43;
24;0.0;0.423;
25;0.0;0.389;
26;0.0;0.379;
27;0.0;0.389;
28;0.0;0.39;
29;0.0;0.401;
30;0.0;0.37;
31;0.0;0.393;
32;0.0;0.405;
33;0.0;0.392;
34;0.0;0.367;
35;0.0;0.376;
36;0.0;0.372;
37;0.0;0.401;
38;0.0;0.401;
39;0.0;0.353;
40;0.0;0.381;
41;0.0;0.377;
42;0.0;0.386;
43;0.0;0.368;
44;0.0;0.356;
45;0.0;0.336;
46;0.0;0.358;
47;0.0;0.345;
48;0.0;0.368;
49;0.0;0.377;
50;0.0;0.342;
51;0.0;0.312;
52;0.0;0.329;
53;0.0;0.327;
54;0.0;0.339;
55;0.0;0.321;
56;0.0;0.359;
57;0.0;0.323;
58;0.0;0.281;
59;0.0;0.308;
60;0.0;0.343;
61;0.0;0.359;
62;0.0;0.356;
63;0.0;0.315;
64;0.0;0.359;
65;0.0;0.344;
66;0.0;0.346;
67;0.0;0.406;
68;0.0;0.366;
69;0.0;0.363;
70;0.0;0.341;
71;0.0;0.361;
72;0.0;0.344;
73;0.0;0.335;
74;0.0;0.294;
75;0.0;0.331;
76;0.0;0.34;
77;0.0;0.378;
78;0.0;0.369;
79;0.0;0.355;
80;0.0;0.339;
81;0.0;0.345;
82;0.0;0.347;
83;0.0;0.369;
84;0.0;0.328;
85;0.0;0.365;
86;0.0;0.332;
87;0.0;0.369;
88;0.0;0.334;
89;0.0;0.331;
90;0.0;0.331;
91;0.0;0.35;
92;0.0;0.362;
93;0.0;0.332;
94;0.0;0.341;
95;0.0;0.339;
96;0.0;0.362;
97;0.0;0.352;
98;0.0;0.349;
99;0.0;0.304;
100;0.0;0.338;
101;0.0;0.327;
102;0.0;0.336;
103;0.0;0.384;
104;0.0;0.349;
105;0.0;0.309;
106;0.0;0.324;
107;0.0;0.314;
108;0.0;0.327;
109;0.0;0.333;
110;0.0;0.387;
111;0.0;0.321;
112;0.0;0.315;
113;0.0;0.302;
114;0.0;0.362;
115;0.0;0.392;
116;0.0;0.359;
117;0.0;0.323;
118;0.0;0.366;
119;0.0;0.356;
120;0.0;0.368;
121;0.0;0.406;
122;0.0;0.388;
123;0.0;0.35;
124;0.0;0.325;
125;0.0;0.351;
126;0.0;0.367;
127;0.0;0.334;
128;0.0;0.296;
129;0.0;0.327;
130;0.0;0.33;
131;0.0;0.358;
132;0.0;0.35;
133;0.0;0.368;
134;0.0;0.327;
135;0.0;0.332;
136;0.0;0.327;
137;0.0;0.379;
138;0.0;0.33;
139;0.0;0.388;
140;0.0;0.318;
141;0.0;0.371;
142;0.0;0.361;
143;0.0;0.353;
144;0.0;0.346;
145;0.0;0.368;
146;0.0;0.371;
147;0.0;0.354;
148;0.0;0.326;
149;0.0;0.357;
150;0.0;0.376;
151;0.0;0.363;
152;0.0;0.347;
153;0.0;0.313;
154;0.0;0.345;
155;0.0;0.335;
156;0.0;0.344;
157;0.0;0.377;
158;0.0;0.357;
159;0.0;0.322;
160;0.0;0.33;
161;0.0;0.324;
162;0.0;0.322;
163;0.0;0.328;
164;0.0;0.39;
165;0.0;0.329;
166;0.0;0.322;
167;0.0;0.296;
168;0.0;0.323;
169;0.0;0.407;
170;0.0;0.367;
171;0.0;0.331;
172;0.0;0.381;
173;0.0;0.349;
174;0.0;0.36;
175;0.0;0.395;
176;0.0;0.393;
177;0.0;0.344;
178;0.0;0.338;
179;0.0;0.343;
180;0.0;0.357;
181;0.0;0.336;
182;0.0;0.302;
183;0.0;0.32;
184;0.0;0.332;
185;0.0;0.357;
186;0.0;0.355;
187;0.0;0.355;
188;0.0;0.337;
189;0.0;0.319;
190;0.0;0.295;
191;0.0;0.376;
